id,onerank,tworank,namec,namee,jianj,state,due,raw,foreach,ways
,蓏果类作物,甜瓜,苹果褪绿叶斑病,Apple chlo rotic leaf spot ,,(1)叶片。叶片上产生黄色斑驳，或呈环斑或线纹斑。(2)花。延迟苹果的开花，并减少成花数量。(3)果实。果面出现约3厘米大小的失绿或红褐色斑。随着果实成熟，病斑表面变成粗糙的锈斑，锈斑边缘出现裂缝。在采收季节，果实绣斑周围出现浅黑色的光滑环。有些果实黑环变为晕状或同心环，有时呈现为不完整的同心环，大多数情况为半环状。有一时果柄周围或萼洼处出现症状。 ,用揪子中的烟台沙果和圆叶海棠作砧木易受褪绿叶斑病毒的侵染。 ,病原为苹果褪绿叶斑病毒Apple chlorotic leafspot virus，黄化病毒组的可能成员。(1)形态。病毒为极弯曲纤维状质粒，由单链的PNA和包被蛋白组成。具明显的横纹，螺旋对，长约600nm，直径约12nm，螺旋距约3.8nm。(2)特性。组织提取液中，该病毒比苹果茎沟病毒更不稳定，用皂土澄清的昆诺藜汁液，致死温度为52～55℃10分钟；半衰期45℃时为12±1分钟；体外存活期在温度20℃下为1天；4℃下约10天。粗提昆诺藜汁液可抑制侵染性，此抑制剂可能是核糖核酸酶。(3)寄主。苹果、梨、桃、李、杏、甜樱桃、酸樱桃等多种落叶果树。 ,病毒在木本寄主上，可经嫁接传染。 ,(1)检疫：无病毒苗木出圃前，要进行褪绿叶斑病毒的检验。该病毒的检验方法有以下4种：苏俄苹果田间二重芽接鉴定法。苏俄苹果温室(18～22℃)嫁接鉴定法。昆诺蔡和菜豆汁摩擦接种鉴别法。A蛋白酶联免疫吸附检测法。(2)农业防治。目前有效的防治该病毒的方法是采用无病毒材料。在37～38℃条件下，用热处理很容易脱除该病毒。采用茎尖组织培养也可以生产无病毒材料。苹果褪绿叶斑病毒能侵染多种果仁类和核果类果树，且分布极为广泛。因此，建立苹果无病毒母本园、采穗圃和苗圃时，要注意与梨树、桃树、李树、杏树及樱桃树的隔离，至少要有100m。 ,
,蓏果类作物,甜瓜,苹果根结线虫病,Apple tree root-knot nematode disease ,苹果根结线虫病为害苹果等。已知在日本有发生；中国个别果园有发现。 ,(1)根部：此病主要为害根部，线虫寄生在根皮与中柱之间，使根组织过度生长，结果形成大小不等的根瘤。因此，根部成根瘤状肿大，为该病的主要症状。根瘤大多数发生在细根上，感染严重时，可出现次生根瘤，并发生大量小根，使根系盘结成团，形成须根团。由于根系受到破坏，影响正常机能，使水分和养分难于输送，加上老熟根瘤腐烂，最后使病根坏死。(2)茎部：新梢生长缓慢，长势弱。(3)叶片：叶片变小、叶色发黄，无光泽，叶缘卷曲，呈缺水状或缺素症花叶等病状，最后，叶片干枯脱落。(4)果实：结果少而小。(5)全株：在发病情况下，病株的地上部无明显病状，但随着根系受害逐步变得严重，树冠才出现枝短梢弱、长势衰退等病状。受害更重时全株死亡。 ,,病原为果根结线虫Meloidogyne mali Itoh，Ohshima et Ichinohe.。雌性成虫乳白色，成熟时为梨形；雄性成虫线状，头端圆锥形，体长为1.5mm左右。卵混生在胶质介质中，似蚕茧状，稍透明，外壳坚韧。卵在适宜条件下，经胚胎发育成线状的初龄幼虫，卷曲在卵内。2龄侵染幼虫，呈线状，无色透明。2龄侵染幼虫侵入寄主后，虫体逐渐变大，由线状变成豆荚状，此为2龄寄生幼虫。自3龄幼虫开始雌、雄分化，4龄幼虫雌雄分化明显，可以从体形及生殖器官加以区别。 ,病原苹果根结线虫主要以卵或2龄幼虫在土壤中越冬。4～5月份新根开始活动后，幼虫从根的先端侵入，在根里生长发育。当虫体膨大成香肠状时，致根组织肿胀，8月上旬形成明显的瘤子，8月下旬后，在瘤子里产生明胶状卵包，并产卵，卵聚集在雌虫后端的胶质卵囊中，卵囊的一端露在根瘤之外，每卵囊有卵300～800粒。初孵化的幼虫又侵害新根，并在原根附近形成新的根瘤。秋末，以成虫、幼虫或卵在根瘤中越冬。5月份开始活动，并发育成下一虫态，苹果根结线虫2年发生3代，在土壤中随根横向或纵向扩展，多数生活在土壤耕作层内，有的可深达2～3m。此病的主要侵染来源是带病的土壤和病根。病苗是传播此病的主要途径，水流则是近距离传病的重要媒介。此外，带有线虫的肥料，农具以及人畜也可以传播此病。 ,(1)检疫：为了防止此病的蔓延和发展，对外来苗木必需经过检验，防止病苗传入无病区及新区。(2)农业防治：①这是防治此病极为重要的措施。选用前作为禾本科作物的土地播种，可减少初侵染来源。如必需用发病地作苗圃，一定要反复犁耙，翻晒病土，可减少土壤中线虫的数量。②可根据土壤肥力，适当增施有机肥料，并加强肥水管理，以增强树势，减轻本病的为害程度。此外，如土壤砂质较重时，逐年改土，也能有效地减轻为害。③在1～2月份，挖除病株土壤表层的病根和须根团，保留水平根及较粗大的根，然后每株施石灰1.5～2.5kg，并增施有机质肥料，有减少线虫的效果，可以减轻为害，使树势复壮。对清除下来的病根和须根团要移出果园外暴晒烧毁。④加强培育措施，促进树势恢复。对于轻病树只要清除病根并涂药保护，换上无病土或药土即可使病树康复。而对于重病树，特别是病根过多，根颈几乎全部腐烂者，必须采取特殊措施，才能恢复树势和产量。如根系大部发病而丧失吸收能力者，首先重剪地上部分，减少水分蒸腾，然后在根颈基部嫁接新根，或者在病树周围栽植新苗木，再桥接到主干上，以苗木根系代替病树根系。同时增效速效肥料，并注意适当浇水，以加快树势的恢复。(3)药剂防治：用50%辛硫磷乳油800倍液，或1.8%阿维菌素乳油 2 000～3000倍液，喷灌土壤；50%辛硫磷乳油22.5～45kg/hm?，拌入有机肥，施入土中，或制成毒土撒施后，翻入深3～10cm土壤中。 ,
,蓏果类作物,甜瓜,苹果根腐线虫病,,苹果根腐线虫病为害多种果树、作物及蔬菜、饲料植物与杂草。为害苹果树根。世界各产区均有发生；四川省平武、北川两县有发现。 ,根系生长受限制，幼树不能产生大量初生根，根系缺乏吸收营养的小细根，或有一些短的、坏死的及死亡的成丛的细根，很像。丛枝病。如果其他土病原和一些腐生微生物同线虫一起存在，则此起严重毁灭性损害。根腐线虫对苹果为害的地上部症状仅仅表明可能与线虫有关，虽然在控制的条件下，苹果和梨两寄主对线虫的反应相同。 ,根腐线虫为害苹果和梨树的程度主要取决于侵染初期的虫口密度和土壤类型。在砂质土壤中繁殖快，为害严重。土壤湿度低时为害加重。增加大量的有机质，可减少土壤中根腐线虫的数量，可能是因为有机质多的土壤，线虫的寄生菌及捕食性天数多，有机质对植物生长有利，也是减轻为害的1个原因。 ,病原为短体根腐线虫Pratylenchus convallariac Seinhorst，P.penetrans，P.pratensis。 ,根腐线虫从2龄幼虫至成虫期都能进入根系。4龄幼虫和雌成虫侵入苹果与梨根系较多，是最重要侵染阶段。雌虫产卵于根组织的皮层内和土壤中。第1次脱皮发生在卵中，产生2龄幼虫。从卵中孵化后，线虫脱皮3次以上，产生3、4龄幼虫及成虫。幼虫在根系皮层组织内移动并吸食，为害或致死根系细胞或小细根。 ,(1)检疫：严格检疫苗木，防止线虫传入。(2)农业防治：提高树体忍耐线虫为害的能力。(3)物理防治：购买的苗木可用50～55℃，热水浸根10～15分钟。(4)药剂防治：购买的苗木可用杀线虫剂在使用浓度下浸泡10～15分钟。 ,
,蓏果类作物,甜瓜,苹果树再植病,,异名  苹果树重茬病。苹果树再植病严重影响产量和质量的提高，给生产带来了巨大的为害和损失。在我国，主要苹果产区已逐步进入更新时期，由于土地面积的局限，果园可能会重复利用，因而该病将可能成为我国苹果产区的主要问题，危害分步范围较广。 ,(1)根部：根系生长受阻，大量须根死亡，根系坏死。(2)茎部：顶端生长受阻，枝条发枝力降低，枝条稀疏；枝条木质部变黑，有冻害症状。(3)叶片：叶片淡绿。(4)全株：在重茬地，新栽果树苗木成活率低，幼树生长缓慢、树冠小，进人结果期后，结果少，产量低，品质差，树体抗性弱，树势早衰，易成小老树。 ,,病原为前茬果树或林木遗留到土壤中的有害微生物、有毒物质积累、可用营养减少和土壤结构变劣等因素，综合作用的结果。果树再植病，是前茬果树或林木遗留到土壤中的有害微生物、有毒物质积累、可用营养减少和土壤结构变劣等因素，综合作用的结果。 ,落叶果树再植病不是单一因素造成的，而是多因素综合影响的结果，根据目前的研究成果，直接因素可能有如下两方面：(1)残留于土攘中的病原生物：果树在同一地点长期生长，某些以果树为寄主的生物得以繁衍，并积累和残存于土壤或土壤中的植物残体。随着果树年限的增长，病原数量相应增多，以至于达到毁坏衰老大树的程度。这时进行再植，由于幼树抵抗力低，易于感染，从而表现症状。(2)非生物因子：①肥料。由于高施氮、钾肥的果园土壤中NH4NO3量大，而提高了土壤的酸度，根际交换出高浓度的铝和镁，对根系发生毒害作用。过高的钾则可降低叶片中镁的含量，造成缺镁。通过对发生苹果再植病的果园增施磷肥使80%的苹果苗长势明显提高。②毒素。苹果根产生的根皮素，对苹果苗的生长有强烈的抑制作用。此外，土壤微生物产生的乙烯、曲霉素等对苹果苗发生毒害作用，引起苹果再植病。另外，土壤结构不良，通气性差、干旱、营养失衡、微量元素的毒性是苹果再植病形成的原因。引起苹果再植病的原因并不一定是某一种因素单独造成的，可能是多种因素复合引起的，只是在不同国家和地区，其主导因子不同。中国北京南口农场的苹果再植病就是由巴基斯坦毛刺线虫和疫霉菌引起的。 ,由于引起苹果再植病的原因十分复杂，所以防治措施也应因地制宜。目前国外防治苹果再植病的方法主要是以化学防治为主的综合防治措施，并有逐渐向以生物防治方法为主的方向转变的趋势。(1)农业防治：①砧木直接与土壤接触，其抗性与再植病的发生程度有直接的关系，故筛选抗再植病的砧木在防治上有重要的意义。②农业措施。前茬是苹果的园子种植桃和樱桃则不会发生再植病；前茬是枣和杏的园子种植苹果同样也不会发生再植病。合理施用磷肥(可以影响微生物系，对苹果再植有一定防效。②在淘汰果园和林迹地再栽苹果树时，应先耕翻土壤，种豆科或禾本科作物3～4年，待恢复正常的土壤微生物群系、土壤结构和理化性状后，再栽植苹果树。④有条件的果园，栽树后进行土壤分析。然后再根据分析结果，追施一定量的矿质营养肥料和有机肥。(2)化学防治：①土壤熏蒸仍是目前防治再植病最有效的方法，用广谱性杀生剂Vonlex(25g/株)和1.3-D杀线剂(35g/株)在植前进行土壤熏蒸。②用乙磷铝10g/株或灭它净2.0g/株灌根。(3)生物药剂：由于土壤熏蒸费用昂贵，对环境造成污染，使苹果再植病防治的研究趋向于生物防治。Catska利用放射土壤杆菌(Agrobecterium radiobacter)防治有毒小壶菌引起苹果再植病，并将其作为一种调查再植病发生程度的指标。在加拿大，用Enterobacteraero genes和枯草芽孢杆菌Bacillus subticis的EBw-4菌株防治由疫霉属Phytophthora cactorum引起的苹果再植病取得了显著的效果。 ,
,蓏果类作物,甜瓜,苹果小果病,Apple chat fruit ,20世纪80年代，相继在陕西、河南、甘肃和京、津等地发现苹果小果病。在新西兰和欧洲的一些国家，早有发生此病的报道。 ,苹果小果病主要表现在果实上，严重时树的枝叶也表现有异常现象。(1)枝干：新梢节间缩短。(2)叶片：叶片狭小。(3)果实：病树先从少数枝上开始发病，然后逐渐扩展到全株。6月份生理落果前，病树果实无明显异常。但从果实膨大后开始，果实发育受阻，到果实采收时果个大小仅有正常果的1/3～1/2。病果着色不良。红星品种的病果呈淡红色，金冠苹果的病果，采收时仍为淡绿色。病果种子发育正常。(4)全株：发病轻时叶片或树皮无症状，但病树趋向直立和徒长。发病重时，树体向上直立更为明显，病树短缩，树冠仅及健树的1/3～1/2。症状表现的强度，在年与年之间以及同一树的不同部位上，有显著的差异。 ,对小果病有症状反应的苹果品种有兰蓬王、橘苹、红达尔迪、早胜利、酒汁、图利、红玉、红星和摩尔顿等。苹果小果病的发生与砧木种类也有关系。对苹果小果病有症状反应的发病品种如兰蓬王等。 ,病原为苹果小果病毒Apple chat fruit virus Luckwill。在自然条件下，病树有向四周缓慢扩散趋势。因此，在果园中病树有呈小区集中现象。在新西兰，红达尔迪(Red Dougherty)品种被用做检测苹果小果病的指示植物。在红达尔迪上果实生长前期着色不良，但至采收时全部变为红色。病果内的种子正常果实内种子小，但种子数量偏多。病毒有不同的株系，其致病性有异。只有强毒株系能在一些品种上产生症状。兰蓬王小果病毒普通株系，在早胜利品种上不表现任何症状。也有报道在感染了小果病病树的叶柄筛管中发现了大小不同的类菌质体。 ,病原苹果小果病目前仅知道通过嫁接传染。试验证明，从病树上采集接穗嫁接到健树上，可发生小果病。据英国报道，许多品种都带有小果病毒，但不表现症状，呈潜隐状态，许多矮化砧木包括M4，MMe等，均受小果病毒侵染。 ,刨除病树发现病树，应及时刨除；栽植无病毒苗木；严格禁止在带病毒的树上采取接穗，以防病害蔓延。 ,
,蓏果类作物,甜瓜,苹果枝腐病,,苹果枝腐病是苹果重要的枝干病毒病害。美国华盛顿发病较重。 ,在红元帅苹果上，病树首先在2～3年生枝上形成斑疹或疤斑。斑疹密集，使枝干呈块瘤状突起，病斑之下的内皮层，形成许多黑色坏死斑。老枝上的疤斑，直径达25mm，高达10mm。病庖发生坏死和干缩，变成薄纸状，呈橘黄色，开裂卷起，脱落后露出褐色的皮下组织。褐色皮下组织继续干缩，并发生开裂，坏死组织脱落，形成不规则的凹陷斑。病枝凹陷斑深处发生腐烂，病斑边缘开裂，与健康组织之间形成缝隙。 ,仅在元帅系苹果品种上表现症状，其中红奥卡马和红星两品种最敏感。在金冠、红玉、兰蓬王、罗贝蒂、迪康、图拉苹果和巴梨上呈潜伏侵染，不表现任何症状。 ,病原为苹果枝腐病毒。为害苹果、梨。 ,病原苹果枝腐病主要通过嫁接传染，至今尚未发现其他传播途径。病害的潜育期为3～5年。 ,从无病毒母本树或从未发生过绿皱果病果园的的无病结果大树上，严格挑选接穗，并用种子实生砧繁殖无病毒苗木。绿皱果病仅知通过嫁接传染，但据国外报道，某些果园中病树有缓慢增多迹象，而且病、健根接触可以传染。因此，病株应及时刨除，重栽健树。如果暂时不能刨除时，应在病树周围挖沟断根，防止根接触传染。禁止在病树上高接换种。用耐病品种在病树上高接换种是危险的，因侵染源被保留下来了，故严格禁止高接换种，以免后患。 ,
,蓏果类作物,甜瓜,苹果树粗皮病,Apple tree rough bark ,异名  苹果树赤疹病。苹果树粗皮病在辽宁苹果产区该病日趋严重，已成为生产上的主要问题。随着品种更新，富士和元帅系品种大量栽植，粗皮病已成为果树生产上具有威胁性的病害。 ,主要为害枝干和果实。(1)枝干：先从树干基部开始发病，沿主干呈圆筒状逐渐上升，病斑上升到一定高度时，在其下着生的主、侧枝及分枝上开始发病；向光面发病重，背光面发病轻；向光面的病斑数量多、且大。初在病部产生小粒状病点，扩大后稍隆起，似轮纹状，致树皮开裂或形成凹沟，后树皮增厚或粗糙。为害幼树和初结果树时，除病斑明显可见外，病皮变得平整、坚硬，紧紧地箍在枝干上。到12～15年生以后主干上病皮变成暗褐色，呈纵向开裂。(2)叶片：有些初生短枝的叶上生斑点或皱缩。(3)果实：病树结果多，果面现粗糙暗褐色木栓区，果面似长癣状，木栓化斑有的单个存在，有的呈不完全环状。此外还有伤刺毛型、星状曝裂型、扁平苹果型等。苹果树粗皮病与轮纹病常在一些树上混合感染，是2种病斑在枝干表面上相间分布，严重时各种病斑混合在一起，树皮粗糙呈蛤蟆皮状。苹果树粗皮病与轮纹病的主要区别：一是纹病病斑下部都有1个椭圆形的底座；二是经镜检观察，粗皮病病斑只有1个裂口，而轮纹病病斑则有2～3个裂口；三是粗皮病在皮孔裂口处凝结成棕黄色小粒点，而轮纹病在棕黄色小粒点上，还生有暗褐色的凝胶物；四是剥取患病的嫩枝病皮，二者受害的病皮韧皮部均为浅绿色，而经水浸2～3小时后，粗皮病病斑相对应的背面仍为浅绿色，而轮纹病病斑相对应的背面，可见到暗褐色轮状花纹；五是到后期轮纹病病斑边缘龟裂.往往与健全组织形成一道环沟，呈马鞍形翘起，其上生有稀疏的黑色小粒点，粗皮病无此表现。 ,,缺棚或吸收锰过多，及土壤过酸引起。此病多发生在雨水较多的地方。当土壤中还原性锰含量超过100mg/kg时，富士品种发生粗皮病，此外，排水不良，土壤酸度大是该病发生的重要生态条件，当土壤pH低于5时，国光、富士、红香蕉等即发生粗皮病。苹果果实粗皮病毒病、苹果鳞皮病毒病分别可引起果实及枝干粗皮病。 ,,(1)农业防治：发病重的地区栽培比较抗病的品种，如鸡冠。栽培管理。改善排灌条件，做到及时排水；增施有机肥、施用石灰改变土壤pH值。(2)化学防治：喷1.5%植病灵SE1000倍液，或20%盐酸吗啉胍?铜可湿性粉剂 4 000倍液。 ,
,蓏果类作物,甜瓜,苹果缺铁黄化症,Apple tree iron deficiency ,异名  苹果黄化病、苹果白叶病、苹果缺铁失绿症、苹果黄叶病。苹果缺铁黄化症，部分果园发病较严重。各苹果产区都有发生，在盐碱土或钙质土的果区更为常见。,(1)枝干：严重缺铁时，新梢顶端枯死，呈枯梢现象，影响树木正常生长发育，引起早衰，致树体抵抗不良环境能力减弱，易遭受冻害或引起其他病害发生。(2)叶片：开始叶肉先变黄，而叶脉两侧仍保持绿色，引起叶面呈绿色网纹着失绿。随病势发展，叶片失绿程度加重，出现整叶变为白色，叶缘枯焦，引起落叶。 ,(1)寄主抗性：该病的发生与砧木及品种有关。秋子、新疆野苹果及用苹果实生苗做砧木，不发生黄化现象；海棠做砧木，黄化轻；东北山荆子做砧木，黄化严重；苹果各品种中，金冠、国光、红玉发病重；青香蕉、元帅、红星发病较重。(2)土攘盐碱化程度：盐碱地或土壤中碳酸钙含量高的碱性土壤，可溶性的二价铁盐易转为不溶性的三价铁盐沉淀，不能被吸收利用；且生长在碱性土壤中的苹果树体内生理状态失衡，阻碍铁的输导和利用，故易染黄化病。含锰、锌过多的酸性土壤，铁易变为沉淀物，不利植物根系吸收。土壤黏重，排水差，地下水位高的低洼地，春季多雨，入夏后急剧高温干旱，均易引起缺铁黄化。此外果园土壤缺磷也可引起黄叶病。幼苗因根系浅，吸水能力差，易发生黄化病。 ,铁是植物进行光合作用不可缺少的元素，铁参与果树的有氧呼吸和能量代谢等一系列生理活动，是苹果生命活动中不可缺少的元素。当铁在土壤中生成难溶解的氢氧化铁时不能被苹果树吸收利用；此外，进入植株体内的铁因转移困难，大都沉淀于根部，向叶部分配很少，致叶片缺铁黄化。特别是苗期和幼树受害重。苹果缺铁首先表现在上部叶，特别是顶梢叶先变绿黄，再变黄白，缺铁过甚者会使枝梢枯死。为了进步验证，可将估计缺轶的枝梢剪下，放在0.2%的硫酸亚铁烧杯中，经50小时后，叶片中脉和近中脉的部分呈现紫色，而放入清水中的则无颜色变化，从而验证苹果缺铁。土壤中缺少可给态铁引起，是一种生理病害。 ,,改良土壤，释放被固定的铁元素，是防治黄叶病的根本性措施；适当补充可溶性铁，可以治疗黄叶病树。发病重的地区选用祝和甜黄奎等发病轻的品种，或用秋子、新疆野苹果及用苹果实生苗做砧木；或选用八棱海棠等抗盐碱的砧木，已用山定子作砧木的，可在山定子旁边栽1株八棱海棠苗，并进行桥接。因施用硝态氮肥会使土壤胶体有效铁难以释放；春旱时用含盐低的水灌浇压碱，减少土壤含盐量；采用喷灌或滴灌，没有喷灌或滴灌条件的果园，采用小畦缓灌，不能采用大水漫灌；盐碱地果园，早春以水压碱，雨季注意排水，保持苹果园不积水，土壤通气性良好；间作豆科绿肥，增施有机肥，改良土壤。发病重果园发芽前喷0.3%～0.5%硫酸亚铁溶液或硫酸铜250g：硫酸亚铁250g：石灰625g：水80kg；或在生长季节喷0.1%～0.2%的硫酸亚铁溶液或柠檬酸铁溶液，隔20天喷1次；或于果树中、短枝顶部1～3片叶开始失绿时，喷黄腐酸二胺铁200倍液或0.5%尿素加0.3%硫酸亚铁，效果显著；也可在树上果实5mm大小时喷FCU复合铁肥、即0.25%FeSO4加0.05%柠檬酸加0.1%尿素的复合铁肥，10天后喷第2次，病叶可基本复绿。果树萌芽前(3月下至4月上)将硫酸亚铁与腐熟的有机肥混合，挖沟施入根系分布的范围内。也可在秋季结合施基肥进行，切忌在生长期施用，以免发生药害，也可将硫酸亚铁1份粉碎后与有机肥料5份混合施入。或用TP有机铁肥120～180倍液加0.3%尿素混合施用，效果更好。用强力注射器将0.05%～0.08%的硫酸亚铁溶液或0.05%～0.08%的柠檬酸铁溶液注射到枝干中，效果较好。具体方法：取装入0.1～0.3%硫酸亚铁溶液的小瓶挂在距地面20cm的树干两侧，然后用棉花做成棉芯，一端侵入瓶内药液中，另一端伸入树干上事先打好的深达形成层的孔内，然后用塑料薄膜全部包扎起来，使树体通过棉芯吸收药液，此法适于生长季节形成层活动旺盛期引注。 ,
,蓏果类作物,甜瓜,苹果小叶病,Apple tree little leaf ,苹果小叶病是一种生理性病害。 ,两类小叶病的区分。(1)相同点。病枝春季发芽较晚，叶片狭小，叶缘向上卷，质厚而脆，叶片呈淡黄绿色，病枝节间短，叶细丛状簇生。(2)不同点。缺锌表现在一片或一个区域，并非个别植株，枝条后部常常有不长叶。不合理修剪出现在个别植株或个别骨干枝上，在大锯口或环剥口以下部位多能抽生2～3个强旺的新梢。 ,(1)品种因素。品种间对缺锌的反应有明显差异。(2)缺锌。砂质土壤或者土壤偏碱性易缺锌。(3)修剪。修剪时疏枝过多或锯口过大、出现对口伤、连口伤等、易发生小叶病。 ,主要是树体锌元素含量不足引起的，不合理的修剪也能引起小叶病。 ,,(1)补锌。增施有机肥。可以降低土壤pH值，增加锌盐的溶解度。发芽前树上喷施3%～5%硫酸锌或发芽初喷施1%硫酸锌溶液，当年效果比较明显。发芽前或初发芽时，在有病枝头上涂抹1%～2%硫酸锌溶液，可促进新梢生长。(2)合理修剪。正确选留剪锯口，避免出现对口伤、连口伤和1次性疏除粗度过大的枝。过大枝疏除可采用留桩或甩小辫的方法，视粗度分2～3年去掉，并在剪锯口上涂抹3%硫酸锌溶液后再采取伤口保护措施。对已出现因修剪不当而造成小叶病的树体修剪时，要以轻剪为主。 ,
,蓏果类作物,甜瓜,苹果苦痘症,Apple bitter pit ,异名  苹果苦陷病、苹果点刻、苹果赤龙斑。苹果苦痘症是一种生理性病害，各苹果产区均有发生。套袋后危害更严重，一般病果率达10%左右。主要成熟期及贮藏期常发生。,(1)叶片。幼叶变畸形，叶尖和叶端现斑点，或坏死或致嫩梢枯死。(2)果实。以皮孔为中心出现颜色较深的圆斑，圆斑在红色果面上为暗红色，在绿色或黄绿色果面上为浓绿色，四周有红色或绿色晕圈。之后形成褐色凹陷病斑，病斑下面果肉坏死，变褐，成海绵状，以圆锥形或半圆形深入果肉。坏死果肉具苦味，严重时皮下5mm左右深处的果肉不能食用。病斑大小不等，直径由0.2～1cm左右。 ,(1)品种因素。品种间有较大差异。(2)叶片、果实的钙比。比率上升，发病率增高。(3)土壤。沙地、低洼地发病重。(4)气候。前期土壤干旱，后期大量灌水均会降低果内钙的含量，加重病情。(5)栽培。偏施、多施速效氮肥，病情加重。 ,,,(1)农业防治：选用抗病品种和砧木，对发病严重的品种，采用高接抗病品种的方法。合理修剪，适时采收，增施有机肥和绿肥，改良土壤，早春注意浇水，雨季及时排水，适时适量施用氮肥。(2)化学防治：盛花期后隔2～3周，叶面、果实喷钙喷1次，直到采收；红色苹果品种在发病前2～3个月喷氯化钙150～200倍液；黄色和绿色苹果品种喷硝酸钙，共4～6次，但应注意气温高于21℃易发生药害，所以喷洒前应试喷，以确定适当浓度。入库前用2%～8%钙盐溶液浸渍果实，如8%氯化钙、1%～6%硝酸钙等。(3)贮藏。贮藏期要控制窖内温度不高于0～2℃，并保持良好的通透性。有条件的采用小型气调库，必要时可把采后的苹果倒入1℃的预冷池中冷却，然后进行贮藏。 ,
,蓏果类作物,甜瓜,苹果痘斑症,Apple bitter pit ,苹果痘斑症是一种生理性病害。在各苹果产区均有发生，苹果近成熟期和贮藏期常见的生理性病害，果实易被腐生菌感染而腐烂。 ,果实阳面症状明显，以果点为中心，果面出现疏密不均的小斑，直径多在1mm以内，其周围出现紫红色晕圈，果肉组织此时还是白色或变色很浅。,土壤中其他离子对钙的拮抗作用，土壤中有效钙含量不足都可导致缺钙。叶片含钙量低于0.5%～0.7%、果实中钙／氮小于1∶10时，易发病。特别是在丘陵山地果园发生较重。 ,病原为由于果实缺钙和钙氮比偏低所引起的。 ,,增施有机肥，避免偏施氮肥；适当轻剪，保持树势中庸。落花后3～8周喷施0.3%氯化钙或硝酸钙液加0.3%硼砂液。果实补钙选品种时，要明确产品的含钙量。选择可溶性及能成为水溶性离子状态的含钙剂，才能达到真正的补钙效果。 ,
,蓏果类作物,甜瓜,苹果软枝病,,异名  苹果胶木病。苹果软枝病在大部分栽培品种为潜伏侵染，不表现明显症状。病树减产40%左右，最多可减产65%以上。因此，是一种危险性病害，应防止从国外传入。多数欧洲国家、北美、澳大利亚、新西兰、南非、印度等20多个国家有记载，在中国还未见正式报道。 ,(1)枝干：苹果软枝病最典型的症状是：3年生的枝条柔软下垂，状似垂柳，可弯曲到地面。病树通常在受侵染的头1年生长正常，其后逐年衰退。严重时因木质导管和木质纤维发育阻滞，也可引起大枝明显弯曲下垂。病树主干的下部往往萌发许多正常的枝条，但第2年又弯曲下垂。(2)果实：果实产量大幅度减少，但果实外形无明显变化。(3)植株：病树长势衰退。 ,(1)寄主抗性：兰波瑞品种对病原物的所有分离系都敏感，故可做该病的指示植物，其他发病品种有红星、新红星、国光、金冠、吸拉、詹姆斯，均可表现软枝症状。在许多品种上虽没有明显症状，但树势、产量、果个显著受到影响。(2)气候因素：有些国家在夏季高温时，症状有减轻趋势。 ,病原为新西兰研究认为，苹果软枝病是由类病毒引起的。但多数国家则认为，苹果软枝病、苹果扁枝病和苹果肿枝病三者的病原是同一种病毒的不同株系。用切片电镜观察，可看到根部和嫩枝细胞的质膜消失，胞核中没有核仁，线粒体的结构失常，细胞壁半透明。病根和病皮的薄壁细胞以及1年生新梢中淀粉含量高，病根和病叶中可溶性糖的含量也增高。为害苹果、梨、樱桃等多种果树。 ,病原苹果软枝病主要通过嫁接和带病的无性系砧木传染，在苗床和苗圃中也可通过自然根接触传染.潜育期2年左右。 ,(1)检疫：严禁从发病国家引进带病的苗木、接穗和无性系砧木；从发病国家引进苗木时，用兰蓬王作指示植物进行检测。(2)农业防治：发现病苗病树，及时拔除销毁，以防扩散。 ,
,蓏果类作物,甜瓜,苹果大果海棠鳞皮病,,苹果大果海棠鳞皮病在大多数苹果栽培品种和无性系砧木上均呈潜伏侵染，不表现症状，但对苹果树的生长和结果有显著影响，带毒树减产30%左右。1959年在英国首次发现。目前，在世界大多数种植苹果的国家都发现该病，该病的实际分布状况难以明确。 ,症状在大果海棠枝干上，产生粗糙的鱼鳞状病斑，鳞皮周围伴有轻微肿胀。鳞皮症状在主干的基部和侧枝基部发生较多。发病重时，病株枯死,欧洲栽培的大多数苹果品种和矮化砧木都潜带大果海棠鳞皮病毒。 ,病原为大果海棠鳞皮病毒。英国研究认为，该病毒与苹果茎痘病毒可能是同一种病毒的不同株系或是相近的种。 ,病原大果海棠鳞皮病仅通过嫁接传染，未发现其他传播途径。 ,(1)检疫：苹果无病毒母本树和苗木及国外引进的无病毒繁殖材料，均要进行病毒的检验。(2)农业防治：控制高接传毒。禁止在带毒树上高接无病毒接穗或在发病砧木上嫁接带毒接穗。在检疫制度尚不健全、缺乏无病毒原种的情况下，尽量不要使用无融合型砧木作苹果砧木，更不能在无融合型砧木为根砧的大树上进行高接换种，以避免发生苗木死亡和树体生长衰退现象。(3)物理防治：培育和栽培无病毒苗木，热处理与茎尖培养结合脱毒。,
